Envergadura_m,Potencia_W,Peso_Total_kg
20.01005025125628,817.6668711623139,53.17061302540425
20.07035175879397,819.5045633565396,53.291020455198066
20.130653266331656,821.3582196753439,53.411717645298104
20.190954773869347,823.2277467019807,53.532704421899886
20.251256281407034,825.1130523852926,53.653980611822526
20.311557788944725,827.0140460156023,53.775546042504814
20.371859296482413,828.9306382010942,53.8974005420009
20.4321608040201,830.8627408446874,54.01954393897649
20.492462311557787,832.8102671213785,54.14197606270483
20.552763819095475,834.7731314560486,54.26469674306264
20.613065326633166,836.7512495017227,54.38770581052645
20.673366834170853,838.7445381182685,54.511003096168444
20.733668341708544,840.7529153515295,54.63458843165293
20.79396984924623,842.7763004128761,54.758461649232316
20.85427135678392,844.8146136591695,54.88262258174346
20.914572864321606,846.8677765731294,55.00707106260398
20.974874371859293,848.9357117440919,55.13180692580844
21.035175879396984,851.0183428491521,55.256830005924826
21.095477386934675,853.115594634682,55.38214013809083
21.155778894472363,855.2273928982166,55.50773715801037
21.21608040201005,857.3536644706946,55.6336209019499
21.276381909547737,859.4943371990538,55.759791206734995
21.336683417085425,861.6493399291646,55.8862479097468
21.396984924623116,863.8186024891023,56.01299084891867
21.457286432160803,866.0020556727413,56.14001986273257
21.517587939698494,868.1996312236761,56.26733479021584
21.57788944723618,870.4112618194475,56.394935470937746
21.63819095477387,872.6368810560814,56.522821745006155
21.698492462311556,874.8764234329216,56.650993453064274
21.758793969849243,877.1298243377584,56.779450436287306
21.819095477386934,879.3970200322398,56.90819253637928
21.879396984924625,881.6779476375658,57.03721959556972
21.939698492462313,883.9725451204549,57.16653145661055
22.0,886.2807512793779,57.296127962772935
